"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 14 14:32:55 IST 2024","Tue May 14 14:33:10 IST 2024","14279","Suite","ie","net.testcases_superadmin.CustomAdapterPDFValidation","net.testcases_superadmin.CustomAdapterPDFValidation","customAdapterPDFValidation","customAdapterPDFValidation","Test Description: Custom Adapter PDF export validation"
"passed","Wed May 15 17:11:22 IST 2024","Wed May 15 17:12:07 IST 2024","45401","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerAllowUserToExportDataXLS","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerAllowUserToExportDataXLS","userRolesModifyManagerAllowUserToExportDataXLS","userRolesModifyManagerAllowUserToExportDataXLS","Test Description: Here we are verifying the permission to allow User to export data pdf "
"passed","Tue May 14 17:54:06 IST 2024","Tue May 14 17:54:16 IST 2024","9971","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitionPdfExport","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitionPdfExport","softwareDefinitation","SoftwareD efinition Pdf Export","Software Definition Pdf Export"
"passed","Wed May 15 18:58:29 IST 2024","Wed May 15 18:59:27 IST 2024","57157","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerDefineNewActivity","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerDefineNewActivity","userRolesModifyManagerDefineNewActivity","userRolesModifyManagerDefineNewActivity","Test Description: Here we are verifying whether we are able to define new activity "
"passed","Tue May 14 14:31:24 IST 2024","Tue May 14 14:31:47 IST 2024","22811","Suite","ie","net.testcases_superadmin.CustomAdapterExcelValidation","net.testcases_superadmin.CustomAdapterExcelValidation","customAdapterExcelValidation","customAdapterExcelValidation","Test Description: Custom Adapter excel export validation"
"passed","Wed May 15 12:14:28 IST 2024","Wed May 15 12:14:48 IST 2024","19749","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyMemberHierarchyLevel","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyMemberHierarchyLevel","userRolesModifyMemberHierarchyLevel","userRolesModifyMemberHierarchyLevel","Test Description: Here we are verifying whether we are able to hierarchy level"
"passed","Tue May 14 13:08:23 IST 2024","Tue May 14 13:10:40 IST 2024","136959","supergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","Test","net.testcases_worktimemodule.supergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.DeleteSuperGroupInMysql","net.testcases_worktimemodule.supergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.DeleteSuperGroupInMysql","deleteSuperGroupInMysql","Delete the SuperGroup and validate whether it has been successfully Deleted.","Delete the SuperGroup and validate whether it has been successfully Deleted."
"passed","Wed May 15 10:40:31 IST 2024","Wed May 15 10:40:41 IST 2024","9463","net.testcases_worktimemodule.BusinessHierarchy","net.testcases_worktimemodule.BusinessHierarchy","net.testcases_worktimemodule.BusinessHierarchy.HierarchyMappingBulkUploadCURD","net.testcases_worktimemodule.BusinessHierarchy.HierarchyMappingBulkUploadCURD","hierarchyMappingBulkUploadCURD","HierarchyMapping BulkUpload CURD","Hierarchy Mapping BulkUpload CURD"
"passed","Wed May 15 19:07:29 IST 2024","Wed May 15 19:07:52 IST 2024","23739","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerRestrictusers","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerRestrictusers","userRolesModifyManagerRestrictusers","userRolesModifyManagerRestrictusers","Test Description: Here we are verifying whether we are able to modify and manager"
"passed","Tue May 14 14:37:40 IST 2024","Tue May 14 14:37:49 IST 2024","8591","Suite","ie","net.testcases_superadmin.GlobalSettingEmailserMissingFromAddressField","net.testcases_superadmin.GlobalSettingEmailserMissingFromAddressField","globalSettingEmailserMissingFromAddressField","globalSettingEmailserMissingFromAddressField","Test Description: Global Settings Application URL clear validation"
"passed","Tue May 14 17:54:16 IST 2024","Tue May 14 17:54:29 IST 2024","12715","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitationExcelExport","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitationExcelExport","softwareDefinitation","SoftwareD efinitation ExcelExport","SoftwareDefinitation ExcelExport"
"passed","Tue May 14 14:31:27 IST 2024","Tue May 14 14:31:42 IST 2024","14829","validate_worktemplate_addmodifydelete_administrationmenu","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu.WorkTemplateExcelValidation","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu.WorkTemplateExcelValidation","workTemplateExcelValidation","Data validation for the WorkTemplate table in Excel.","Data validation for the WorkTemplate table in Excel."
"passed","Wed May 15 17:02:46 IST 2024","Wed May 15 17:03:07 IST 2024","20748","net.testcases_worktimemodule.AuditTrailTabValidationWrokTimeAdministrationMenu","net.testcases_worktimemodule.AuditTrailTabValidationWrokTimeAdministrationMenu","net.testcases_worktimemodule.AuditTrailTabValidationWrokTimeAdministrationMenu.ValidateActionLoginAuditTrail","net.testcases_worktimemodule.AuditTrailTabValidationWrokTimeAdministrationMenu.ValidateActionLoginAuditTrail","actionLogin","Audit Trail actionLogin.","Audit Trail actionLogin."
"passed","Tue May 14 15:09:21 IST 2024","Tue May 14 15:09:35 IST 2024","14481","usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.UserGroupBulkUploadModifyMysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.UserGroupBulkUploadModifyMysql","modifyUserGroupInMysql","Modify the UserGroup and validate whether it has been successfully Modified through BulkUpload.","Modify the UserGroup and validate whether it has been successfully Modified through BulkUpload."
"passed","Tue May 14 15:08:37 IST 2024","Tue May 14 15:08:49 IST 2024","12837","usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.ExcelDataValidationForUserGroupTable","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.ExcelDataValidationForUserGroupTable","excelValidateUserGroupInMysql","Data validation for the Usergroup table in Excel.","Data validation for the Usergroup table in Excel."
"passed","Tue May 14 14:37:13 IST 2024","Tue May 14 14:37:22 IST 2024","8147","Suite","ie","net.testcases_superadmin.GlobalSettingCoreServiceSpecificClientDateVerfication","net.testcases_superadmin.GlobalSettingCoreServiceSpecificClientDateVerfication","globalSettingCoreServiceForGoalNotificationRange","globalSettingCoreServiceForGoalNotificationRange","Test Description: Global Settings Core service specifi client date validation"
"passed","Wed May 15 17:21:55 IST 2024","Wed May 15 17:22:30 IST 2024","34542","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerDontAllowUserToExportDataXLS","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerDontAllowUserToExportDataXLS","userRolesModifyManagerDontAllowUserToExportDataXLS","userRolesModifyManagerDontAllowUserToExportDataXLS","Test Description: Here we are verifying whether a user is not allowed to download XLS"
"passed","Tue May 14 14:34:16 IST 2024","Tue May 14 14:34:25 IST 2024","9346","Suite","ie","net.testcases_superadmin.GlobaltimeZoneModify","net.testcases_superadmin.GlobaltimeZoneModify","globaltimeZoneModify","globaltimeZoneModify","Test Description: Global Language PDF export validation"
"passed","Tue May 14 13:10:52 IST 2024","Tue May 14 13:11:05 IST 2024","13782","supergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","Test","net.testcases_worktimemodule.supergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.PDFDataValidationForSuperGroupTable","net.testcases_worktimemodule.supergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.PDFDataValidationForSuperGroupTable","pdfValidationForSuperGroupTableInMysql","Data validation for the Supergroup table in PDF.","Data validation for the Supergroup table in PDF"
"passed","Tue May 14 14:36:40 IST 2024","Tue May 14 14:36:52 IST 2024","11613","Suite","ie","net.testcases_superadmin.GlobalSettingCoreserviceClientRawDataVerification","net.testcases_superadmin.GlobalSettingCoreserviceClientRawDataVerification","globalSettingCoreServiceForGoalNotificationRange","globalSettingCoreServiceForGoalNotificationRange","Test Description: Global Settings core service client rawdata validation"
"passed","Wed May 15 12:14:09 IST 2024","Wed May 15 12:14:28 IST 2024","18948","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerHierarchyLevel","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyManagerHierarchyLevel","userRolesModifyManagerHierarchyLevel","userRolesModifyManagerHierarchyLevel","Test Description: Here we are verifying whether we are able to check hierarchy level "
"passed","Wed May 15 12:09:44 IST 2024","Wed May 15 12:10:22 IST 2024","38091","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyMemberModuleSelection","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesModifyMemberModuleSelection","userRolesModifyMemberModuleSelection","userRolesModifyMemberModuleSelection","Test Description: Here we are verifying whether we are able to do module selection"
"passed","Wed May 15 15:39:44 IST 2024","Wed May 15 15:40:07 IST 2024","23066","net.testcases_wrokflowmodule.validate_customattribute_bulkupload","net.testcases_wrokflowmodule.validate_customattribute_bulkupload","net.testcases_wrokflowmodule.validate_customattribute_bulkupload.CustomAttributeBulkUpload","net.testcases_wrokflowmodule.validate_customattribute_bulkupload.CustomAttributeBulkUpload","customAttributeBulkUpload","Custom Attribute BulkUpload.","Custom Attribute BulkUpload."
"passed","Tue May 14 15:07:27 IST 2024","Tue May 14 15:08:37 IST 2024","69739","usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.DeleteUserGroupInMysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.DeleteUserGroupInMysql","deleteUserGroupInMysql","Delete the UserGroup and validate if it has been successfully Deleted.","Delete the UserGroup and validate if it has been successfully Deleted."
"passed","Tue May 14 14:34:01 IST 2024","Tue May 14 14:34:16 IST 2024","14207","Suite","ie","net.testcases_superadmin.GlobalTimeZoneExcelExport","net.testcases_superadmin.GlobalTimeZoneExcelExport","globalTimeZoneActive","globalTimeZoneActive","Test Description: Global Language PDF export validation"
"passed","Tue May 14 14:20:03 IST 2024","Tue May 14 14:20:17 IST 2024","13245","supergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","Test","net.testcases_worktimemodule.supergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.SuperGroupBulkUploadModifyMysql","net.testcases_worktimemodule.supergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.SuperGroupBulkUploadModifyMysql","superGroupBulkUploadModify","Modify the SuperGroup and validate whether it has been successfully Modified through BulkUpload.","Modify the SuperGroup and validate whether it has been successfully Modified through BulkUpload."
"passed","Tue May 14 13:10:40 IST 2024","Tue May 14 13:10:52 IST 2024","11780","supergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","Test","net.testcases_worktimemodule.supergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.ExcelDataValidationForSuperGroupTable","net.testcases_worktimemodule.supergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.ExcelDataValidationForSuperGroupTable","excelValidationForSuperGroupTableInMysql","Data validation for the Usergroup table in Excel.","Data validation for the Usergroup table in Excel"
"passed","Tue May 14 14:30:30 IST 2024","Tue May 14 14:30:37 IST 2024","7086","validate_worktemplate_addmodifydelete_administrationmenu","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu.WorkTemplateDefineDayTypesModify","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu.WorkTemplateDefineDayTypesModify","defineDayTypeModify","Modify the WorkTemplate DefineDayType and validate if it has been successfully Modified.","Modify the WorkTemplate DefineDayType and validate if it has been successfully Modified."
"passed","Tue May 14 14:38:46 IST 2024","Tue May 14 14:38:57 IST 2024","11154","Suite","ie","net.testcases_superadmin.ClientsPDFExport","net.testcases_superadmin.ClientsPDFExport","clientsPDFExport","clientsPDFExport","Test Description: Clients PDF export validation"
"passed","Wed May 15 12:14:48 IST 2024","Wed May 15 12:15:36 IST 2024","48089","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRoleExcelValidation","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRoleExcelValidation","userRoleExcelValidation","userRoleExcelValidation","Test Description: In This test case we are downloading the excel and validating few data "
"passed","Tue May 14 14:32:58 IST 2024","Tue May 14 14:33:05 IST 2024","7902","validate_worktemplate_addmodifydelete_administrationmenu","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu.DefineDayTypeClearButtonValditaion","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu.DefineDayTypeClearButtonValditaion","validateClearButton","DefineDayType Clear Button Valditaion.","DefineDayType Clear Button Valditaion."
"passed","Tue May 14 14:38:04 IST 2024","Tue May 14 14:38:15 IST 2024","11031","Suite","ie","net.testcases_superadmin.GlobalLanguagePdfExport","net.testcases_superadmin.GlobalLanguagePdfExport","globalLanguagePdfExport","globalLanguagePdfExport","Test Description: Global Language PDF export validation"
"passed","Tue May 14 14:37:49 IST 2024","Tue May 14 14:37:56 IST 2024","6705","Suite","ie","net.testcases_superadmin.GlobalSettingCoreServicesClear","net.testcases_superadmin.GlobalSettingCoreServicesClear","globalSettingCoreServicesClear","globalSettingCoreServicesClear","Test Description: Global Settings Core serviceclear validation"
"passed","Tue May 14 17:55:50 IST 2024","Tue May 14 17:56:01 IST 2024","11467","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitationForSoftwareTagsWithMissingSoftwareTag","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitationForSoftwareTagsWithMissingSoftwareTag","softwareDefinitationForSoftwareTagsCURD","Software Definitation For Software TagsWithMissing SoftwareTag","Software Definitation For SoftwareTags withMissing SoftwareTag"
"passed","Tue May 14 17:54:30 IST 2024","Tue May 14 17:54:43 IST 2024","13197","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitationForSoftwareTagsCURD","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitationForSoftwareTagsCURD","softwareDefinitationForSoftwareTagsCURD","Software Definitation For SoftwareTagsCURD","Software Definitation For SoftwareTags CURD"
"passed","Tue May 14 14:32:25 IST 2024","Tue May 14 14:32:55 IST 2024","30584","Suite","ie","net.testcases_superadmin.CustomAdapterDateRangeVerification","net.testcases_superadmin.CustomAdapterDateRangeVerification","customAdapterDateRangeVerification","customAdapterDateRangeVerification","Test Description: Clients PDF export validation"
"passed","Tue May 14 14:34:45 IST 2024","Tue May 14 14:34:59 IST 2024","13717","Suite","ie","net.testcases_superadmin.PartitionManangerSave","net.testcases_superadmin.PartitionManangerSave","partitionManangerSave","partitionManangerSave","Test Description:partition manager save validation"
"passed","Tue May 14 17:56:38 IST 2024","Tue May 14 17:56:48 IST 2024","10341","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.WorkStationwithMissingNameFiled","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.WorkStationwithMissingNameFiled","workStationwithMissingNameFiled","WorkStation with Missing Name Filed","WorkStation with Missing Name Filed"
"passed","Tue May 14 14:38:58 IST 2024","Tue May 14 14:39:06 IST 2024","8449","Suite","ie","net.testcases_superadmin.ClientsMissingToSelectClient","net.testcases_superadmin.ClientsMissingToSelectClient","clientsAllocatedRequiredField","clientsAllocatedRequiredField","Test Description: Client required field validation"
"passed","Tue May 14 14:37:01 IST 2024","Tue May 14 14:37:13 IST 2024","11961","Suite","ie","net.testcases_superadmin.GlobalSettingApplicationURLSave","net.testcases_superadmin.GlobalSettingApplicationURLSave","globalSettingClientSave","globalSettingClientSave","Test Description: Global Settings Application URL Save validation"
"passed","Tue May 14 17:57:08 IST 2024","Tue May 14 17:57:59 IST 2024","50386","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitionActivityTagEnableInSoftwareTagPage","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitionActivityTagEnableInSoftwareTagPage","softwareDefinitionActivityTagEnableInSoftwareTagPage","softwareDefinition ActivityTag Enable In SoftwareTag Page","softwareDefinition ActivityTag Enable In SoftwareTag Page"
"passed","Wed May 15 15:39:21 IST 2024","Wed May 15 15:39:32 IST 2024","10617","net.testcases_wrokflowmodule.validate_customattribute_bulkupload","net.testcases_wrokflowmodule.validate_customattribute_bulkupload","net.testcases_wrokflowmodule.validate_customattribute_bulkupload.CustomAttributeWithModifyFieldType","net.testcases_wrokflowmodule.validate_customattribute_bulkupload.CustomAttributeWithModifyFieldType","customAttributeWithModifyFieldType","CustomAttribute With Modify FieldType","Custom Attribute WithModify FieldType"
"passed","Tue May 14 14:40:48 IST 2024","Tue May 14 14:40:57 IST 2024","8951","Suite","ie","net.testcases_superadmin.DistributedCacheReload","net.testcases_superadmin.DistributedCacheReload","distributedCacheReload","distributedCacheReload","Test Description: Distribution cache Reload "
"passed","Tue May 14 14:32:09 IST 2024","Tue May 14 14:32:24 IST 2024","15017","Suite","ie","net.testcases_superadmin.CustomAdapterDateVerification","net.testcases_superadmin.CustomAdapterDateVerification","customAdapterDateVerification","customAdapterDateVerification","Test Description: Custom Adapter date validation"
"passed","Tue May 14 14:39:07 IST 2024","Tue May 14 14:39:20 IST 2024","13075","Suite","ie","net.testcases_superadmin.ClientsUnkownClientsToKnown","net.testcases_superadmin.ClientsUnkownClientsToKnown","clientExcelExport","clientExcelExport","Test Description: Clients PDF export validation"
"passed","Tue May 14 17:56:58 IST 2024","Tue May 14 17:57:07 IST 2024","9061","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwaredefinitionForActivityTagPresent","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwaredefinitionForActivityTagPresent","softwareDefinitationForSoftwareTagsCURD","Softwaredefinition For Activity TagPresent","Softwaredefinition For Activity TagPresent"
"passed","Wed May 15 12:35:34 IST 2024","Wed May 15 12:36:31 IST 2024","57167","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesAddNewManagerDelete","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesAddNewManagerDelete","userRolesAddNewManagerDelete","userRolesAddNewManagerDelete","Test Description: Here we are verifying the delete functianality in user role : Manager "
"passed","Wed May 15 12:37:50 IST 2024","Wed May 15 12:38:20 IST 2024","30452","Suite","chrome","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesAddNewMember","net.testcases_worktimemodule.validate_user_roles_administrationmenu.UserRolesAddNewMember","userRolesAddNewManager","userRolesAddNewManager","Test Description: Here we are verifying the delete functianality in user role : Member "
"passed","Wed May 15 10:40:18 IST 2024","Wed May 15 10:40:31 IST 2024","12332","net.testcases_worktimemodule.BusinessHierarchy","net.testcases_worktimemodule.BusinessHierarchy","net.testcases_worktimemodule.BusinessHierarchy.HierarchyMappingBulkUploadForModifyConsoleId","net.testcases_worktimemodule.BusinessHierarchy.HierarchyMappingBulkUploadForModifyConsoleId","hierarchyMappingBulkUploadCURD","Hierarchy Mapping BulkUpload CURD.","Hierarchy Mapping BulkUpload CURD."
"passed","Tue May 14 17:56:02 IST 2024","Tue May 14 17:56:37 IST 2024","35391","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.WorkStationGroupsCURD","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.WorkStationGroupsCURD","workStationGroups","WorkStation Groups CURD","WorkStation GroupsCURD"
"passed","Tue May 14 14:36:02 IST 2024","Tue May 14 14:36:15 IST 2024","13293","Suite","ie","net.testcases_superadmin.GlobalSettingCoreServicesSave","net.testcases_superadmin.GlobalSettingCoreServicesSave","globalSettingCoreServicesSave","globalSettingCoreServicesSave","Test Description: Global Settings Application URL clear validation"
"passed","Tue May 14 14:36:33 IST 2024","Tue May 14 14:36:40 IST 2024","7126","Suite","ie","net.testcases_superadmin.GlobalSettingApplicationUrlClear","net.testcases_superadmin.GlobalSettingApplicationUrlClear","globalSettingApplicationUrlClear","globalSettingApplicationUrlClear","Test Description: Global Settings Application URL clear validation"
"passed","Tue May 14 15:09:02 IST 2024","Tue May 14 15:09:21 IST 2024","18881","usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.UserGroupBulkUploadAddMysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.UserGroupBulkUploadAddMysql","addUserGroupInMysql","Add the UserGroup and validate whether it has been successfully added through BulkUpload.","Add the UserGroup and validate whether it has been successfully added through BulkUpload."
"passed","Tue May 14 14:38:35 IST 2024","Tue May 14 14:38:46 IST 2024","10233","Suite","ie","net.testcases_superadmin.ClientsAllocatedRequiredField","net.testcases_superadmin.ClientsAllocatedRequiredField","clientsAllocatedRequiredField","clientsAllocatedRequiredField","Test Description: Client required field validation"
"passed","Tue May 14 14:31:10 IST 2024","Tue May 14 14:31:24 IST 2024","13727","Suite","ie","net.testcases_superadmin.CustomAdapterMultipleDateVerification","net.testcases_superadmin.CustomAdapterMultipleDateVerification","customAdapterMultipleDateVerification","customAdapterMultipleDateVerification","Test Description: Custom Adapter multiple date validation"
"passed","Tue May 14 17:54:44 IST 2024","Tue May 14 17:54:52 IST 2024","7989","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitationWithMissingAssociatedProcessesField","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitationWithMissingAssociatedProcessesField","softwareDefinitationWithMissingAssociatedProcessesField","Software Definitation With Missing Associated Processes Field","Software Definitation With Missing Associated Processes Field"
"passed","Tue May 14 17:54:52 IST 2024","Tue May 14 17:55:02 IST 2024","9482","softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitationWithMissingNameField","net.testcases_assetoptimizationmodule.softwaredefinitationCURDopertions.SoftwareDefinitationWithMissingNameField","softwareDefinitationWithMissingNameField","Software Definitation With Missing Name Field","Software Definitation With Missing Name Field"
"passed","Tue May 14 14:30:24 IST 2024","Tue May 14 14:30:30 IST 2024","6533","validate_worktemplate_addmodifydelete_administrationmenu","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu.WorkTemplateDefineDayTypesAdd","net.testcases_worktimemodule.validate_worktemplate_addmodifydelete_administrationmenu.WorkTemplateDefineDayTypesAdd","defineDayTypeAdd","Add the WorkTemplate and validate if it has been successfully added.","Add the WorkTemplate and validate if it has been successfully added."
"passed","Tue May 14 15:08:49 IST 2024","Tue May 14 15:09:02 IST 2024","12538","usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.PDFDataValidationForUserGroupTable","net.testcases_worktimemodule.usergroup_addmodifydelete_with_bulkupload_and_validate_offlinereports_in_mysql.PDFDataValidationForUserGroupTable","pdfValidationUserGroupInMysql","Data validation for the Usergroup table in PDF.","Data validation for the Usergroup table in PDF"
"passed","Tue May 14 14:41:21 IST 2024","Tue May 14 14:41:28 IST 2024","7329","Suite","ie","net.testcases_superadmin.DistributedCacheSelectAllAndClear","net.testcases_superadmin.DistributedCacheSelectAllAndClear","distributedCacheSelectAllAndClear","distributedCacheSelectAllAndClear","Test Description: Distribution cache selecting all and clearing all"
"passed","Wed May 15 10:40:41 IST 2024","Wed May 15 10:40:49 IST 2024","7391","net.testcases_worktimemodule.BusinessHierarchy","net.testcases_worktimemodule.BusinessHierarchy","net.testcases_worktimemodule.BusinessHierarchy.HierarchyStructureRequiredField","net.testcases_worktimemodule.BusinessHierarchy.HierarchyStructureRequiredField","hierarchyStructureRequiredField","Hierarchy Structure Excel Export","Hierarchy Structure Excel Export"
"passed","Wed May 15 10:40:49 IST 2024","Wed May 15 10:40:55 IST 2024","5333","net.testcases_worktimemodule.BusinessHierarchy","net.testcases_worktimemodule.BusinessHierarchy","net.testcases_worktimemodule.BusinessHierarchy.HierarchyStructureClear","net.testcases_worktimemodule.BusinessHierarchy.HierarchyStructureClear","hierarchyStructureClear","Hierarchy StructureClear.","Hierarchy StructureClear."
